the location of the crime, 124, char, 2
214009.507399167, 214010.274278833, 7.04500007629395, 4.0, the opposing team i
214010.657334083, 214011.506371708, 16.2024993896484, 4.0, the opposing team in
214010.657334083, 214011.506371708, 16.2024993896484, 4.0, the opposing team is
214012.9577845, 214013.441214708, 13.2325000762939, 4.0, the opposing team is i
214013.757709125, 214014.457846375, 26.1849994659424, 4.0, the opposing team is my
214014.857799375, 214015.124551417, 4.15750026702881, 4.0, the opposing team is nyc
214015.474454625, 214017.156722958, 16.1199989318848, 4.0, the opposing team is over
214018.041597125, 214019.974713667, 19.1725006103516, 4.0, the opposing team is over t
214020.274803958, 214020.808154167, 8.11750030517578, 4.0, the opposing team is over uh
214021.108160208, 214021.358214708, 5.06500053405762, 4.0, the opposing team is over the
214021.641497, 214022.22493025, 18.2649993896484, 4.0, the opposing team is over that
214022.458072792, 214022.6917555, 3.25, 4.0, the opposing team is over there
completely sold out of that, 29, word, 37
214025.3583895, 214025.608581208, 3.16750049591064, 4.0, a
214025.874888958, 214026.541941875, 12.0774993896484, 4.0, an
214026.758198875, 214027.291984042, 13.2325000762939, 4.0, all
214027.658355625, 214028.2420175, 16.3674983978271, 4.0, door
214028.541951167, 214028.875390917, 8.36499977111816, 4.0, among
214029.242102667, 214029.408740792, 2.09500026702881, 4.0, closed
214029.808716833, 214030.542174125, 17.4400005340576, 4.0, another
214030.808627292, 214031.025511125, 2.42499971389771, 4.0, complete
214031.258565, 214031.708896708, 12.0774993896484, 4.0, chromatin
214031.875166833, 214032.358837875, 22.1424999237061, 4.0, completely
214033.942807625, 214034.442630292, 19.2550010681152, 4.0, completely t
214035.042466583, 214036.175953208, 15.2124996185303, 4.0, completely to
214036.508963208, 214037.059240917, 13.3150005340576, 4.0, completely too
214037.225555875, 214037.42570575, 7.12750053405762, 4.0, completely some
214037.225555875, 214037.42570575, 7.12750053405762, 4.0, completely told
214039.159165917, 214039.257960583, -5.0, 4.0, completely role
214039.342979875, 214039.392555667, -5.0, 4.0, completely song
214039.476137, 214039.541389542, -5.0, 4.0, completely sold
214041.242864375, 214042.259660417, 13.0675010681152, 4.0, completely sold i
214042.475941542, 214042.859649583, 17.0275001525879, 4.0, completely sold or
214043.142605417, 214043.776006667, 18.5124988555908, 4.0, completely sold not
214043.142605417, 214043.776006667, 18.5124988555908, 4.0, completely sold lot
214044.6263, 214044.708416875, -5.0, 4.0, completely sold out
214045.909819583, 214046.359772833, 13.2325000762939, 4.0, completely sold out i
214046.6932585, 214047.343349125, 4.48750019073486, 4.0, completely sold out of
214048.643318667, 214050.526591292, 20.3274993896484, 4.0, completely sold out of u
214050.760102167, 214051.010195042, 7.53999996185303, 4.0, completely sold out of uh
214051.226614625, 214051.410476875, 6.05500030517578, 4.0, completely sold out of the
214051.593206708, 214051.943367458, 18.5949993133545, 4.0, completely sold out of that
toss the ball around, 62, word, 38
214055.043756208, 214055.510440125, 21.0700016021729, 4.0, v
214056.343828958, 214056.72731575, 16.7800006866455, 4.0, to
214057.343851, 214057.827331792, 13.0675010681152, 4.0, too
214057.926964333, 214058.29401225, 22.1424999237061, 4.0, tony
214059.494315, 214059.56050525, 100.0, 1.0, 
214059.494315, 214060.7276295, 19.4200000762939, 4.0, t
214060.994039125, 214061.52755175, 13.0675010681152, 4.0, to
214061.727170375, 214062.111084042, 16.1199989318848, 4.0, too
214062.277160375, 214062.577498292, 15.3775005340576, 4.0, soon
214062.677272292, 214062.79388225, 0.279999732971191, 4.0, world
214064.177715542, 214064.244120417, 100.0, 1.0, 
214064.177715542, 214065.027743125, 20.2449989318848, 4.0, u
214065.310988708, 214066.061131333, 12.4074993133545, 4.0, to
214066.344316042, 214066.677648625, 15.2124996185303, 4.0, too
214066.844140083, 214067.17630475, 18.0174999237061, 4.0, sort
214066.844140083, 214067.17630475, 18.0174999237061, 4.0, tons
214067.9444385, 214068.026588958, -5.0, 4.0, spot
214068.127844583, 214068.19455925, -5.0, 4.0, slot
214068.311619583, 214068.376672542, -5.0, 4.0, shot
214068.444677542, 214068.54355625, -5.0, 4.0, tips
214068.611467625, 214068.711303292, -5.0, 4.0, sons
214068.828071208, 214068.943505708, 0.115000247955322, 4.0, snps
214069.661504, 214069.744576458, -5.0, 4.0, tops
214069.828093708, 214069.910039875, -5.0, 4.0, soon
214069.97831775, 214070.043331042, -5.0, 4.0, root
214070.078088208, 214070.193543292, -5.0, 4.0, poor
214070.477927792, 214070.543352, -5.0, 4.0, plot
214070.628286333, 214070.69490525, -5.0, 4.0, shop
214071.061365958, 214071.160138208, -5.0, 4.0, wins
214071.228374208, 214071.3097975, -5.0, 4.0, upon
214071.377832042, 214071.459926042, -5.0, 4.0, slow
214071.511393042, 214071.578176792, -5.0, 4.0, show
214071.878267958, 214071.993574625, -5.0, 4.0, room
214072.07838275, 214072.143494708, -5.0, 4.0, snow
214072.411501292, 214072.52702, -5.0, 4.0, plos
214072.594980208, 214072.693529292, -5.0, 4.0, post
214072.778162292, 214072.861666875, -5.0, 4.0, toss
214074.261702125, 214075.645122917, 16.2024993896484, 4.0, toss p
214076.111830167, 214076.428431083, 7.04500007629395, 4.0, toss of
214076.694734167, 214076.878506917, 4.73499965667725, 4.0, toss the
214078.261994667, 214078.578648125, 1.02250003814697, 4.0, toss the a
214078.862094292, 214079.12861275, -0.380000114440918, 4.0, toss the ca
214079.478689958, 214079.828731875, 11.5, 4.0, toss the can
214079.978351542, 214080.312356083, 8.69499969482422, 4.0, toss the able
214079.978351542, 214080.312356083, 8.69499969482422, 4.0, toss the came
214081.062016417, 214081.1287125, -5.0, 4.0, toss the call
214081.22887225, 214081.327494208, -5.0, 4.0, toss the bank
214081.428767708, 214081.510908875, -5.0, 4.0, toss the ball
214082.528945125, 214082.712253208, 1.02250003814697, 4.0, toss the ball a
214083.112291833, 214083.995623583, 18.2649993896484, 4.0, toss the ball as
214084.545647917, 214085.645794167, 12.0774993896484, 4.0, toss the ball ask
214085.778786875, 214086.145736917, 25.1125011444092, 4.0, toss the ball army
214086.495736042, 214086.69587, 2.17750024795532, 4.0, toss the ball crowd
214086.745645542, 214088.262647875, 15.0475006103516, 4.0, toss the ball driven
214088.362295333, 214088.629356375, 3.00250053405762, 4.0, toss the ball awkward
214089.596072333, 214089.695885333, 100.0, 1.0, toss the ball
214089.596072333, 214090.362695333, 2.25999975204468, 4.0, toss the ball a
214090.712899875, 214091.1794295, 14.0574989318848, 4.0, toss the ball an
214091.929480625, 214092.27972075, 12.1599998474121, 4.0, toss the ball all
214092.562467083, 214092.94620175, 18.2649993896484, 4.0, toss the ball door
214093.779508667, 214094.063130917, 13.1499996185303, 4.0, toss the ball colon
214094.562874042, 214095.063012625, 3.08500003814697, 4.0, toss the ball around
the treasury department is broke, 28, word, 39
214097.929877583, 214098.579859375, 19.1725006103516, 4.0, t
214098.929935792, 214099.89675475, 7.12750053405762, 4.0, uh
214100.180008083, 214100.546762542, 7.21000003814697, 4.0, the
214102.08012475, 214103.196837833, 21.3175010681152, 4.0, the v
214103.59686025, 214104.496949208, 18.4299983978271, 4.0, the to
214105.16373575, 214105.596991667, 6.63249969482422, 4.0, the use
214105.8802355, 214106.03046475, 2.01250028610229, 4.0, the used
214106.330452083, 214107.1471405, 18.1824989318848, 4.0, the treat
214107.296835375, 214107.68059575, 17.4400005340576, 4.0, the treats
214108.463904417, 214109.547259375, 16.2849998474121, 4.0, the roberts
214109.897270708, 214111.697370833, 21.0700016021729, 4.0, the treasury
214113.364206417, 214113.514086583, 2.01250028610229, 4.0, the treasury a
214113.7640135, 214113.964210125, 5.06500053405762, 4.0, the treasury be
214114.230591958, 214114.731074042, 13.2325000762939, 4.0, the treasury can
214114.947359833, 214115.130921, 2.42499971389771, 4.0, the treasury cdna
214115.397451083, 214116.2809485, 16.2024993896484, 4.0, the treasury cdnas
214116.514362542, 214117.014751333, 18.0174999237061, 4.0, the treasury carbon
214117.347826958, 214118.047932458, 11.4174995422363, 4.0, the treasury cameron
214118.36450975, 214118.764491958, 5.14750003814697, 4.0, the treasury handsome
214118.914232167, 214119.364647167, 15.0475006103516, 4.0, the treasury christian
214119.581045458, 214120.246828292, 19.1725006103516, 4.0, the treasury department
214121.864802708, 214123.148500458, 9.93249988555908, 4.0, the treasury department i
214123.548233833, 214124.163580667, 18.1000003814697, 4.0, the treasury department is
214125.231826708, 214125.915036042, 3.08500003814697, 4.0, the treasury department is a
214126.981783417, 214127.715136917, 18.1824989318848, 4.0, the treasury department is as
214127.948248208, 214128.415481333, 14.0574989318848, 4.0, the treasury department is for
214128.698292417, 214129.715305458, 9.4375, 4.0, the treasury department is from
214130.16528775, 214130.481981292, 4.23999977111816, 4.0, the treasury department is broke
electric cars need big fuel cells, 30, word, 40
214132.682164417, 214132.865500083, 3.49749946594238, 4.0, a
214133.148615, 214133.515522875, 12.3249988555908, 4.0, an
214133.6986245, 214133.898911792, 6.13749980926514, 4.0, and
214134.548962417, 214135.249037667, 2.01250028610229, 4.0, died
214135.649105708, 214136.232398833, 16.2024993896484, 4.0, clear
214137.099294708, 214138.015869958, 16.0375003814697, 4.0, aliens
214138.349227042, 214139.032574625, 10.0150003433228, 4.0, algarve
214139.315912083, 214139.465966417, 3.00250053405762, 4.0, electric
214140.866553, 214141.016066583, 0.197499752044678, 4.0, electric a
214141.249383292, 214141.432758667, 3.41499996185303, 4.0, electric be
214141.916040833, 214143.432886875, 15.1300010681152, 4.0, electric can
214143.732807417, 214144.382829917, 19.4200000762939, 4.0, electric best
214143.732807417, 214144.382829917, 19.4200000762939, 4.0, electric cars
214146.516453917, 214147.483131292, 15.2950000762939, 4.0, electric cars o
214147.766199875, 214147.966483875, 4.65249919891357, 4.0, electric cars of
214148.216120708, 214148.416227875, 5.39499950408936, 4.0, electric cars off
214148.582729875, 214148.749578792, 5.23000049591064, 4.0, electric cars need
214149.866631583, 214150.116790542, 1.10500001907349, 4.0, electric cars need a
214150.516646125, 214150.94981525, 8.28250026702881, 4.0, electric cars need be
214151.266519333, 214151.466769333, 7.29250049591064, 4.0, electric cars need big
214153.066791792, 214153.483682833, 7.29250049591064, 4.0, electric cars need big i
214153.716478125, 214154.816740667, 19.2550010681152, 4.0, electric cars need big it
214155.083280167, 214155.333562125, 4.15750026702881, 4.0, electric cars need big etc
214155.600274583, 214155.8832665, 10.2624998092651, 4.0, electric cars need big even
214155.600274583, 214155.8832665, 10.2624998092651, 4.0, electric cars need big fuck
214158.315867417, 214158.383836458, -5.0, 4.0, electric cars need big fuel
214158.917235125, 214159.11719975, 4.23999977111816, 4.0, electric cars need big fuel a
214159.3335565, 214159.517224208, 4.07499980926514, 4.0, electric cars need big fuel be
214159.666809458, 214160.083718583, 14.2224998474121, 4.0, electric cars need big fuel can
214160.200309042, 214160.416946958, 10.2624998092651, 4.0, electric cars need big fuel cell
electric cars need big fuel cells, 31, word, 41
214258.973682792, 214259.173716458, 3.00250053405762, 4.0, a
214259.456996167, 214260.007084833, 13.3975009918213, 4.0, an
214260.190112875, 214260.507151042, 6.55000019073486, 4.0, and
214260.823619333, 214261.04048825, 4.23999977111816, 4.0, code
214261.3403555, 214262.540706833, 19.4200000762939, 4.0, clear
214262.707005792, 214263.907416208, 16.1199989318848, 4.0, breast
214264.107129792, 214264.440733292, 11.1700000762939, 4.0, creator
214264.573778583, 214264.773927708, 7.04500007629395, 4.0, electric
214266.12419625, 214266.307645083, 2.50750017166138, 4.0, electric a
214266.557334042, 214266.757651958, 1.35249996185303, 4.0, electric be
214266.990599333, 214267.39085375, 14.3049983978271, 4.0, electric can
214267.540633792, 214267.891022125, 22.1424999237061, 4.0, electric cans
214267.540633792, 214267.891022125, 22.1424999237061, 4.0, electric cars
214270.074495292, 214270.957873, 12.2424983978271, 4.0, electric cars i
214271.107441708, 214271.307587042, 5.14750003814697, 4.0, electric cars of
214271.474220583, 214271.674293708, 6.55000019073486, 4.0, electric cars off
214271.857589417, 214272.007775625, 3.49749946594238, 4.0, electric cars need
214273.341425542, 214273.658126625, 4.07499980926514, 4.0, electric cars need a
214273.941092708, 214274.374806625, 8.44750022888184, 4.0, electric cars need be
214274.557792667, 214274.841286875, 5.06500053405762, 4.0, electric cars need did
214274.557792667, 214274.841286875, 5.06500053405762, 4.0, electric cars need big
214276.574925625, 214276.824989375, 4.07499980926514, 4.0, electric cars need big a
214277.041319708, 214278.241875583, 19.3374996185303, 4.0, electric cars need big as
214278.474709875, 214278.75837675, 3.57999992370605, 4.0, electric cars need big are
214278.907943167, 214279.225086958, 13.3150005340576, 4.0, electric cars need big even
214278.907943167, 214279.225086958, 13.3150005340576, 4.0, electric cars need big fuel
214280.641929083, 214280.925284833, 3.16750049591064, 4.0, electric cars need big fuel a
214281.191644208, 214281.458433917, 5.14750003814697, 4.0, electric cars need big fuel be
214281.708230458, 214282.175265792, 11.0874996185303, 4.0, electric cars need big fuel can
214282.291555708, 214282.5254295, 9.10750007629395, 4.0, electric cars need big fuel cell
214282.858442583, 214283.940819375, 19.0900001525879, 4.0, electric cars need big fuel cells
put garbage in an abandoned mine, 32, word, 42
214286.542393042, 214286.942251, 12.5725002288818, 4.0, i
214287.125347458, 214287.625482917, 21.1525001525879, 4.0, it
214287.775486333, 214288.342345542, 23.2975006103516, 4.0, out
214287.775486333, 214288.342345542, 23.2975006103516, 4.0, put
214290.575902333, 214291.742673917, 8.19999980926514, 4.0, put i
214292.025628875, 214292.175726625, 2.17750024795532, 4.0, put he
214292.425572, 214292.9927335, 18.2649993896484, 4.0, put has
214293.342388125, 214293.675998333, 1.02250003814697, 4.0, put data
214293.959076708, 214294.109331167, 1.10500001907349, 4.0, put hated
214294.359390875, 214295.942972667, 7.21000003814697, 4.0, put garage
214296.259298625, 214296.492886417, 7.04500007629395, 4.0, put garbage
214297.893279167, 214298.292886333, 8.19999980926514, 4.0, put garbage i
214298.526047458, 214299.109688833, 13.0675010681152, 4.0, put garbage in
214300.09312225, 214300.24325375, 2.09500026702881, 4.0, put garbage in a
214300.476297125, 214300.908555708, 14.3049983978271, 4.0, put garbage in an
214302.026523292, 214302.226614833, 4.15750026702881, 4.0, put garbage in an a
214302.47624225, 214302.643266583, 2.59000015258789, 4.0, put garbage in an be
214302.959827542, 214303.126398542, 2.01250028610229, 4.0, put garbage in an bad
214303.443521875, 214304.076781792, 11.3350009918213, 4.0, put garbage in an back
214304.360180833, 214304.593380958, 5.06500053405762, 4.0, put garbage in an cable
214305.493480708, 214306.760312833, 13.5625, 4.0, put garbage in an facial
214306.943368583, 214307.310332958, 14.3049983978271, 4.0, put garbage in an abandon
214307.610314708, 214307.843649833, 7.53999996185303, 4.0, put garbage in an backbone
214308.627010542, 214309.276805667, 3.00250053405762, 4.0, put garbage in an abandoned
214310.9771445, 214311.827285792, 14.1399993896484, 4.0, put garbage in an abandoned i
214312.17720075, 214313.027308833, 8.36499977111816, 4.0, put garbage in an abandoned of
214313.210267625, 214313.543997792, 12.2424983978271, 4.0, put garbage in an abandoned mhm
214313.943900708, 214314.160759625, 4.23999977111816, 4.0, put garbage in an abandoned like
214313.943900708, 214314.160759625, 4.23999977111816, 4.0, put garbage in an abandoned kind
214316.459566458, 214316.526215667, -5.0, 4.0, put garbage in an abandoned mind
214316.627518083, 214316.69287575, -5.0, 4.0, put garbage in an abandoned line
214316.760874292, 214316.859608208, -5.0, 4.0, put garbage in an abandoned mine
bad for the environment, 20, word, 43
214319.477822333, 214319.644373708, 0.115000247955322, 4.0, a
214319.827749625, 214320.027751167, 2.09500026702881, 4.0, be
214320.3444295, 214320.644574458, 4.15750026702881, 4.0, bad
214321.844578667, 214322.194566958, 4.15750026702881, 4.0, bad a
214322.49430025, 214323.094702417, 14.0574989318848, 4.0, bad do
214323.444709875, 214325.678147917, 19.4200000762939, 4.0, bad for
214328.645097, 214329.095056792, 20.1625003814697, 4.0, bad for u
214329.377984375, 214330.761632833, 7.04500007629395, 4.0, bad for uh
214331.01175575, 214331.228526917, 4.40499973297119, 4.0, bad for the
214332.528631708, 214332.745301875, 3.00250053405762, 4.0, bad for the a
214333.011685917, 214333.562007833, 13.0675010681152, 4.0, bad for the an
214333.89511525, 214335.312173125, 19.1725006103516, 4.0, bad for the for
214335.678645375, 214336.012360167, 6.38500022888184, 4.0, bad for the both
214336.278517542, 214336.912223167, 15.1300010681152, 4.0, bad for the cover
214337.478977375, 214338.162310542, 14.0574989318848, 4.0, bad for the bishop
214338.34525875, 214338.712358083, 12.0774993896484, 4.0, bad for the emperor
214339.145626042, 214340.16241475, 11.0050010681152, 4.0, bad for the entering
214340.662230667, 214341.129294208, 3.25, 4.0, bad for the governing
214341.4292015, 214341.9125295, 13.1499996185303, 4.0, bad for the intestinal
214342.3458125, 214343.278208667, 17.1925010681152, 4.0, bad for the environment
my bike has a flat tire, 35, word, 44
214346.312921958, 214346.996246417, 12.0774993896484, 4.0, i
214347.279176292, 214348.49639275, 22.1424999237061, 4.0, it
214347.279176292, 214348.49639275, 22.1424999237061, 4.0, my
214350.296082125, 214350.4628515, 0.115000247955322, 4.0, my a
214350.74634325, 214351.063186583, 7.45749950408936, 4.0, my be
214351.212801375, 214351.463764125, 9.4375, 4.0, my big
214351.646160458, 214351.879835583, 3.00250053405762, 4.0, my acid
214351.646160458, 214351.879835583, 3.00250053405762, 4.0, my able
214353.145415708, 214353.213213, -5.0, 4.0, my aged
214353.296807792, 214353.3620635, -5.0, 4.0, my chic
214353.429939292, 214353.51208225, -5.0, 4.0, my bike
214354.830118, 214355.096891542, 7.21000003814697, 4.0, my bike i
214355.296434917, 214355.463431, 3.08500003814697, 4.0, my bike he
214355.713011042, 214356.112111542, 19.0075016021729, 4.0, my bike has
214355.713011042, 214356.112111542, 19.0075016021729, 4.0, my bike get
214357.145593542, 214357.312282792, 0.197499752044678, 4.0, my bike has
214359.580333958, 214359.847101208, 3.49749946594238, 4.0, my bike has a
214361.413844, 214361.613868125, 6.30249977111816, 4.0, my bike has a i
214361.896867958, 214362.647280625, 13.2325000762939, 4.0, my bike has a in
214362.963655208, 214363.130857292, 2.50750017166138, 4.0, my bike has a and
214363.430386208, 214364.345938792, 19.0900001525879, 4.0, my bike has a does
214363.430386208, 214364.345938792, 19.0900001525879, 4.0, my bike has a flat
214366.297461125, 214367.080934583, 20.0799999237061, 4.0, my bike has a flat u
214367.38090275, 214367.830960917, 9.19000053405762, 4.0, my bike has a flat uh
214368.380936083, 214369.731194458, 17.0275001525879, 4.0, my bike has a flat who
214369.964073958, 214370.281124667, 5.72499942779541, 4.0, my bike has a flat with
214369.964073958, 214370.281124667, 5.72499942779541, 4.0, my bike has a flat were
214371.9464095, 214372.046722875, -5.0, 4.0, my bike has a flat time
214372.114912208, 214372.179946458, -5.0, 4.0, my bike has a flat site
214372.264731917, 214372.314576542, -5.0, 4.0, my bike has a flat rise
214372.381347208, 214372.446642, -5.0, 4.0, my bike has a flat wish
214372.514474958, 214372.596927292, -5.0, 4.0, my bike has a flat tire
214372.664722625, 214372.746708583, -5.0, 4.0, my bike has a flat wire
214374.231489667, 214374.331626333, -0.875, 4.0, my bike has a flat wire a
214375.264755125, 214375.564893292, 100.0, 1.0, my bike has a flat wire
win first prize in the contest, 33, word, 45
214377.948134667, 214379.648331875, 23.1325016021729, 4.0, x
214379.9318445, 214380.598392333, 10.0975008010864, 4.0, uh
214380.814877667, 214381.448454625, 14.0574989318848, 4.0, who
214380.814877667, 214381.448454625, 14.0574989318848, 4.0, win
214384.432106333, 214384.698727583, 4.40499973297119, 4.0, win a
214384.831720542, 214385.081838667, 7.45749950408936, 4.0, win be
214385.315049875, 214385.848842125, 17.1925010681152, 4.0, win his
214386.01506125, 214386.365315875, 18.1000003814697, 4.0, win best
214386.481768708, 214386.73220575, 16.0375003814697, 4.0, win first
214388.215635875, 214388.865651542, 14.0574989318848, 4.0, win first i
214389.749069042, 214391.53254975, 19.3374996185303, 4.0, win first or
214391.7989015, 214392.115911792, 7.45749950408936, 4.0, win first org
214392.332334, 214392.565746833, 100.0, 1.0, win first or
214392.332334, 214394.165984042, 8.11750030517578, 4.0, win first org
214394.315656958, 214394.965970917, 21.8950004577637, 4.0, win first over
214395.332650375, 214395.649411333, 5.55999946594238, 4.0, win first quite
214395.332650375, 214395.649411333, 5.55999946594238, 4.0, win first prize
214397.549533792, 214398.266313833, 8.36499977111816, 4.0, win first prize i
214398.499237708, 214399.514880875, 13.4799995422363, 4.0, win first prize in
214400.949776917, 214402.28319175, 18.3474998474121, 4.0, win first prize in s
214402.56653, 214403.183251833, 6.13749980926514, 4.0, win first prize in of
214403.466172125, 214403.666407917, 4.15750026702881, 4.0, win first prize in the
214404.76664975, 214407.883580542, 4.15750026702881, 4.0, win first prize in the a
214408.733695083, 214408.833580792, 100.0, 1.0, win first prize in the
214409.483718667, 214409.933635417, 5.55999946594238, 4.0, win first prize in the a
214410.083361625, 214410.700380667, 12.2424983978271, 4.0, win first prize in the in
214410.850019417, 214411.300445833, 12.3249988555908, 4.0, win first prize in the all
214411.683669917, 214412.750503833, 19.1725006103516, 4.0, win first prize in the door
214413.016971625, 214413.250572833, 7.12750053405762, 4.0, win first prize in the close
214413.416861708, 214414.234105667, 16.6149997711182, 4.0, win first prize in the closer
214414.416971292, 214414.734016542, 22.2250003814697, 4.0, win first prize in the content
214414.416971292, 214414.734016542, 22.2250003814697, 4.0, win first prize in the closest
214416.1827935, 214416.2495695, -5.0, 4.0, win first prize in the contest
pay off a mortgage for a house, 40, word, 46
214419.08426575, 214420.034354917, 14.1399993896484, 4.0, i
214420.267458667, 214420.450854958, 2.17750024795532, 4.0, of
214420.717449208, 214423.683011667, 22.1424999237061, 4.0, new
214420.717449208, 214423.683011667, 22.1424999237061, 4.0, may
214424.883313125, 214424.966707292, -5.0, 4.0, law
214425.051253542, 214425.133340083, -5.0, 4.0, pay
214426.968109083, 214427.418171583, 16.4499988555908, 4.0, pay q
214427.6344785, 214427.901638917, 9.02500057220459, 4.0, pay of
214428.101216708, 214428.301634167, 6.13749980926514, 4.0, pay the
214428.101216708, 214428.301634167, 6.13749980926514, 4.0, pay she
214429.335007625, 214429.400673417, -5.0, 4.0, pay off
214430.201664417, 214430.283779458, -0.544999599456787, 4.0, pay off a
214431.785139708, 214432.2018885, 12.4074993133545, 4.0, pay off a i
214432.384820917, 214432.685154208, 9.02500057220459, 4.0, pay off a of
214434.618817625, 214434.951829792, 100.0, 1.0, pay off a i
214434.618817625, 214435.768473875, 100.0, 1.0, pay off a
214434.618817625, 214436.6854845, 14.7175006866455, 4.0, pay off a o
214436.985260583, 214437.568601083, 12.0774993896484, 4.0, pay off a on
214438.268825417, 214439.285643458, 17.1100006103516, 4.0, pay off a not
214440.185741292, 214441.65234325, 17.2749996185303, 4.0, pay off a most
214442.252346, 214444.235833917, 8.52999973297119, 4.0, pay off a north
214444.552723417, 214444.869290792, 3.08500003814697, 4.0, pay off a missed
214445.119250042, 214445.419277917, 7.12750053405762, 4.0, pay off a instead
214445.702635333, 214445.919403167, 3.00250053405762, 4.0, pay off a possible
214445.702635333, 214445.919403167, 3.00250053405762, 4.0, pay off a mortgage
214448.169502542, 214448.48615675, 5.14750003814697, 4.0, pay off a mortgage a
214448.769191542, 214449.419538417, 4.56999969482422, 4.0, pay off a mortgage be
214450.719691667, 214451.202864167, 15.1300010681152, 4.0, pay off a mortgage can
214452.619794708, 214452.686198667, 100.0, 1.0, pay off a mortgage
214452.619794708, 214453.719879958, 2.50750017166138, 4.0, pay off a mortgage a
214454.136484, 214454.486522292, 16.5324993133545, 4.0, pay off a mortgage as
214455.386656042, 214456.119988292, 17.4400005340576, 4.0, pay off a mortgage for
214457.303445042, 214457.4700115, 1.10500001907349, 4.0, pay off a mortgage for a
214458.653581, 214459.2035385, 8.36499977111816, 4.0, pay off a mortgage for be
214459.970327625, 214460.103457458, 100.0, 1.0, pay off a mortgage for a
214461.120251708, 214462.153795, 7.12750053405762, 4.0, pay off a mortgage for a i
214462.470153958, 214463.17053375, 14.1399993896484, 4.0, pay off a mortgage for a in
214463.720496583, 214464.337278667, 21.2350006103516, 4.0, pay off a mortgage for a for
214464.636917708, 214465.25404025, 17.1925010681152, 4.0, pay off a mortgage for a into
214465.504034042, 214465.787282625, 2.01250028610229, 4.0, pay off a mortgage for a house
the most beautiful sunset, 25, word, 47
214468.820947708, 214469.754274542, 20.7399997711182, 4.0, u
214470.037573125, 214470.337649833, 8.52999973297119, 4.0, uh
214470.587786375, 214470.937639667, 7.04500007629395, 4.0, the
214471.937777792, 214472.304462833, 10.1800003051758, 4.0, the i
214472.420751292, 214472.670864958, 12.1599998474121, 4.0, the in
214473.104490125, 214473.654549958, 19.0075016021729, 4.0, the his
214473.787496292, 214474.387667958, 17.0275001525879, 4.0, the into
214473.787496292, 214474.387667958, 17.0275001525879, 4.0, the most
214476.071335375, 214477.1383025, 4.07499980926514, 4.0, the most a
214477.471120125, 214477.704732125, 4.07499980926514, 4.0, the most be
214477.937834375, 214478.138164708, 3.57999992370605, 4.0, the most bad
214478.771390458, 214479.3382495, 20.1625003814697, 4.0, the most fact
214479.48802275, 214480.105028083, 20.4099998474121, 4.0, the most debut
214480.404940667, 214481.121797792, 8.28250026702881, 4.0, the most accuse
214481.438383292, 214481.738482833, 1.02250003814697, 4.0, the most accused
214481.85476725, 214483.571947458, 19.1725006103516, 4.0, the most classics
214483.855099208, 214484.188572917, 14.8825016021729, 4.0, the most beautiful
214485.87198, 214486.405393708, 18.0174999237061, 4.0, the most beautiful r
214486.505164875, 214487.022092125, 21.1525001525879, 4.0, the most beautiful or
214487.205241917, 214487.605451417, 13.6450004577637, 4.0, the most beautiful run
214487.888762833, 214488.488788625, 18.4299983978271, 4.0, the most beautiful runs
214489.0555545, 214489.672214917, 5.3125, 4.0, the most beautiful store
214489.922322667, 214490.904397208, 19.4200000762939, 4.0, the most beautiful stores
214489.922322667, 214490.904397208, 19.4200000762939, 4.0, the most beautiful quotes
214492.137728583, 214492.187809917, -5.0, 4.0, the most beautiful sunset
what you see is what you get, 32, word, 48
214495.055887875, 214495.539289042, 23.2150001525879, 4.0, x
214495.805930542, 214497.222754333, 10.0150003433228, 4.0, uh
214497.706067125, 214497.939397667, -0.710000038146973, 4.0, the
214498.222953333, 214499.188242917, 17.1100006103516, 4.0, what
214500.55633775, 214501.57313875, 23.6275005340576, 4.0, what x
214501.8231545, 214502.456483875, 15.1300010681152, 4.0, what to
214502.773109875, 214503.405078, 18.0174999237061, 4.0, what you
214504.539989417, 214505.523328083, 18.1000003814697, 4.0, what you r
214505.689667167, 214506.006613292, 5.64249992370605, 4.0, what you of
214506.189679958, 214506.373122542, 7.70499992370605, 4.0, what you the
214506.189679958, 214506.373122542, 7.70499992370605, 4.0, what you see
214507.523392167, 214508.156836583, 6.05500030517578, 4.0, what you see i
214508.456546833, 214509.022130417, 20.4099998474121, 4.0, what you see it
214508.456546833, 214509.022130417, 20.4099998474121, 4.0, what you see is
214510.456945958, 214511.323660875, 20.4099998474121, 4.0, what you see is u
214511.640369583, 214512.207070833, 11.1700000762939, 4.0, what you see is to
214512.423509583, 214512.640537083, 5.64249992370605, 4.0, what you see is the
214513.057023917, 214513.740268333, 17.2749996185303, 4.0, what you see is that
214513.057023917, 214513.740268333, 17.2749996185303, 4.0, what you see is this
214514.857300083, 214514.955929875, -5.0, 4.0, what you see is then
214515.024039292, 214515.122734458, -5.0, 4.0, what you see is when
214515.2072915, 214515.289349542, -5.0, 4.0, what you see is them
214515.607195208, 214515.705982792, -5.0, 4.0, what you see is what
214516.740712292, 214517.940760625, 26.3500003814697, 4.0, what you see is what z
214518.224115333, 214520.007554667, 14.7175006866455, 4.0, what you see is what wo
214520.257609, 214520.640865125, 16.4499988555908, 4.0, what you see is what you
214521.974331333, 214524.457793458, 7.04500007629395, 4.0, what you see is what you i
