find a nearby parking spot, 124, char, 1
230720.031966083, 230720.247238583, -5.0, 4.0, valid until the era
230720.865602417, 230721.198476583, -5.0, 4.0, valid until the dna
230721.565474542, 230721.948589667, -5.0, 4.0, valid until the era
230722.348664833, 230722.580802708, -5.0, 4.0, valid until the dna
230723.532079708, 230723.814128708, -5.0, 4.0, valid until the end
230725.915610042, 230726.849035667, 15.2950000762939, 4.0, valid until the end o
230727.132051958, 230727.432251958, 6.05500030517578, 4.0, valid until the end of
230728.54915075, 230729.665809333, 16.0375003814697, 4.0, valid until the end of p
230729.948841542, 230730.249233125, 6.13749980926514, 4.0, valid until the end of of
230730.548881833, 230730.849093542, 5.06500053405762, 4.0, valid until the end of the
230731.982678833, 230733.599507542, 24.2875003814697, 4.0, valid until the end of the y
230733.899591458, 230734.366165625, 10.2624998092651, 4.0, valid until the end of the uh
230734.73283775, 230735.366227875, 6.13749980926514, 4.0, valid until the end of the the
230735.716233917, 230736.432879708, 16.2024993896484, 4.0, valid until the end of the when
230735.716233917, 230736.432879708, 16.2024993896484, 4.0, valid until the end of the what
230737.183163917, 230737.282831, -5.0, 4.0, valid until the end of the then
230737.349287167, 230737.432633375, -5.0, 4.0, valid until the end of the this
230737.515998958, 230737.598216542, -5.0, 4.0, valid until the end of the them
230737.666393375, 230737.731727958, -5.0, 4.0, valid until the end of the year
very reluctant to enter, 34, word, 19
230739.916565917, 230741.549941583, 22.1424999237061, 4.0, w
230741.899772958, 230742.450058667, 10.4274997711182, 4.0, uh
230742.866775625, 230744.166873708, 21.1525001525879, 4.0, you
230744.500072208, 230745.815849292, 22.1424999237061, 4.0, thus
230744.500072208, 230745.815849292, 22.1424999237061, 4.0, very
230747.216980667, 230748.400380083, 15.2950000762939, 4.0, very o
230748.650141375, 230749.150480875, 1.68249988555908, 4.0, very of
230749.466822, 230749.91706675, 9.02500057220459, 4.0, very off
230750.25048175, 230751.4172725, 22.1424999237061, 4.0, very many
230751.800674833, 230753.034190333, 4.98250007629395, 4.0, very naive
230753.350754625, 230754.867575917, 21.8125, 4.0, very raises
230755.334184875, 230755.700974583, 0.115000247955322, 4.0, very require
230756.000943625, 230756.717649917, 14.3874988555908, 4.0, very requires
230757.11756975, 230759.301164375, 20.1625003814697, 4.0, very reluctant
230760.434626167, 230761.984703708, 19.0075016021729, 4.0, very reluctant s
230762.267933667, 230763.001376458, 14.1399993896484, 4.0, very reluctant to
230763.768088333, 230764.367977125, 1.68249988555908, 4.0, very reluctant to a
230764.65126875, 230765.318203875, 11.0874996185303, 4.0, very reluctant to an
230765.634796833, 230766.317875208, 21.4825000762939, 4.0, very reluctant to bit
230766.684866708, 230767.068230333, 3.00250053405762, 4.0, very reluctant to club
230767.401678542, 230768.45054825, 18.1000003814697, 4.0, very reluctant to after
230767.401678542, 230768.45054825, 18.1000003814697, 4.0, very reluctant to clubs
230769.101698417, 230769.1671925, -5.0, 4.0, very reluctant to alter
230769.285329167, 230769.333866833, -5.0, 4.0, very reluctant to altar
230769.468628458, 230769.517188292, -5.0, 4.0, very reluctant to blues
230769.601628292, 230769.683850667, -5.0, 4.0, very reluctant to cover
230769.751860417, 230769.850686542, -5.0, 4.0, very reluctant to clues
230769.968776333, 230770.050519917, -5.0, 4.0, very reluctant to doubt
230770.185041167, 230770.267262875, -5.0, 4.0, very reluctant to birds
230770.418245917, 230770.500415833, -5.0, 4.0, very reluctant to cites
230770.718448, 230770.818417917, -5.0, 4.0, very reluctant to bites
230770.935237458, 230771.00184825, -5.0, 4.0, very reluctant to boxes
230771.204459125, 230771.284071208, -5.0, 4.0, very reluctant to discs
230771.501854708, 230771.601945333, -5.0, 4.0, very reluctant to enter
you should visit a doctor, 25, word, 20
230773.852043375, 230775.218912667, 21.2350006103516, 4.0, v
230775.552112708, 230776.10228475, 13.0675010681152, 4.0, to
230776.435351542, 230777.052233417, 17.2749996185303, 4.0, too
230776.435351542, 230777.052233417, 17.2749996185303, 4.0, you
230778.352374375, 230779.702496708, 18.0174999237061, 4.0, you r
230780.019091917, 230780.435825042, 8.19999980926514, 4.0, you of
230780.652195292, 230782.319250375, 15.8724994659424, 4.0, you who
230782.6857595, 230783.402469667, 22.3899993896484, 4.0, you show
230783.685721667, 230784.102745167, 9.51999950408936, 4.0, you shown
230784.40278575, 230784.619395333, 6.22000026702881, 4.0, you should
230785.569635958, 230786.9362395, 19.0075016021729, 4.0, you should s
230787.236172542, 230787.803094375, 8.03500080108643, 4.0, you should uh
230788.219693375, 230788.986384667, 18.2649993896484, 4.0, you should set
230789.302751167, 230789.903114458, 13.2325000762939, 4.0, you should risk
230790.336588708, 230790.819867625, 18.5124988555908, 4.0, you should terms
230790.336588708, 230790.819867625, 18.5124988555908, 4.0, you should risks
230791.586626708, 230791.66985275, -5.0, 4.0, you should visit
230792.470121458, 230792.653244667, 0.197499752044678, 4.0, you should visit a
230793.303373583, 230793.803419, 2.01250028610229, 4.0, you should visit a a
230794.036589833, 230794.836756, 11.2525005340576, 4.0, you should visit a an
230795.170146333, 230795.603562, 4.15750026702881, 4.0, you should visit a and
230795.936881333, 230797.336987208, 17.0275001525879, 4.0, you should visit a does
230797.58673275, 230798.187073833, 11.3350009918213, 4.0, you should visit a clark
230798.586957875, 230799.619029292, 17.1925010681152, 4.0, you should visit a albums
230798.586957875, 230799.619029292, 17.1925010681152, 4.0, you should visit a doctor
work hard to reach the summit, 26, word, 21
230844.173428042, 230845.023478667, 22.6374988555908, 4.0, w
230845.456889583, 230846.323481625, 13.6450004577637, 4.0, to
230846.690169917, 230847.540341667, 18.0174999237061, 4.0, you
230847.856993875, 230848.338912708, 10.1800003051758, 4.0, work
230849.390379667, 230849.840418083, 7.29250049591064, 4.0, work i
230850.156886375, 230850.473784833, 0.0325002670288086, 4.0, work ca
230850.84026275, 230851.65728925, 17.1925010681152, 4.0, work has
230851.940141875, 230852.256996625, 4.15750026702881, 4.0, work hard
230853.057326667, 230854.124077333, 18.1824989318848, 4.0, work hard s
230854.307089167, 230854.707262625, 15.4600009918213, 4.0, work hard to
230855.774311958, 230857.291038208, 17.0275001525879, 4.0, work hard to q
230857.607293042, 230858.057670083, 5.23000049591064, 4.0, work hard to of
230858.35731275, 230858.590855375, 0.0325002670288086, 4.0, work hard to the
230858.890847458, 230859.274288625, 3.08500003814697, 4.0, work hard to read
230859.524185125, 230859.807602958, 5.55999946594238, 4.0, work hard to peace
230859.524185125, 230859.807602958, 5.55999946594238, 4.0, work hard to reach
230861.124198917, 230861.924643875, 21.0700016021729, 4.0, work hard to reach v
230862.1745515, 230862.541270708, 8.11750030517578, 4.0, work hard to reach uh
230862.7409615, 230862.941097125, 5.39499950408936, 4.0, work hard to reach the
230863.924661833, 230865.541502625, 16.2024993896484, 4.0, work hard to reach the p
230865.958101, 230867.008201042, 23.0500011444092, 4.0, work hard to reach the my
230867.358204667, 230867.708232083, 13.6450004577637, 4.0, work hard to reach the own
230867.974935083, 230868.225338042, 12.4899997711182, 4.0, work hard to reach the pull
230868.574941417, 230868.958355458, 8.03500080108643, 4.0, work hard to reach the ozone
230869.30836675, 230870.658326875, 18.3474998474121, 4.0, work hard to reach the summer
230869.30836675, 230870.658326875, 18.3474998474121, 4.0, work hard to reach the summit
traveling to conferences is fun, 30, word, 22
230873.925184917, 230874.942036792, 19.0900001525879, 4.0, s
230875.225105458, 230876.775520208, 15.1300010681152, 4.0, to
230877.07512425, 230877.2253795, 2.25999975204468, 4.0, rna
230877.77551075, 230879.041960833, 21.1525001525879, 4.0, usat
230879.30888375, 230879.759089583, 5.14750003814697, 4.0, slate
230880.059068542, 230880.74252775, 10.0150003433228, 4.0, travel
230880.959124542, 230881.242562333, 5.47749996185303, 4.0, pretend
230881.692604667, 230882.559246292, 13.1499996185303, 4.0, traveler
230882.909226375, 230883.192675833, 6.38500022888184, 4.0, traveling
230884.476022375, 230885.626021375, 16.3674983978271, 4.0, traveling q
230885.942415208, 230886.5260615, 14.1399993896484, 4.0, traveling on
230885.942415208, 230886.5260615, 14.1399993896484, 4.0, traveling to
230887.976296542, 230888.459595, 5.47749996185303, 4.0, traveling to a
230888.776031292, 230889.509459125, 13.4799995422363, 4.0, traveling to do
230889.776096375, 230890.24299075, 14.2224998474121, 4.0, traveling to for
230890.576215708, 230890.876565917, 2.09500026702881, 4.0, traveling to good
230890.942880167, 230891.209435583, 6.38500022888184, 4.0, traveling to globe
230891.85984125, 230893.5932455, 16.2849998474121, 4.0, traveling to domain
230893.876723208, 230894.54340575, 4.32250022888184, 4.0, traveling to combine
230894.910012083, 230896.960178792, 12.1599998474121, 4.0, traveling to integral
230897.293489292, 230897.510191167, 1.1875, 4.0, traveling to combining
230897.760003792, 230898.060130708, 5.14750003814697, 4.0, traveling to conference
230898.443596125, 230899.510297583, 22.5549983978271, 4.0, traveling to conferences
230900.610481583, 230901.360506917, 9.35500049591064, 4.0, traveling to conferences i
230901.710477, 230903.410619333, 16.0375003814697, 4.0, traveling to conferences in
230901.710477, 230903.410619333, 16.0375003814697, 4.0, traveling to conferences is
230904.777328333, 230905.444016333, 6.05500030517578, 4.0, traveling to conferences is i
230905.843930375, 230906.71069425, 19.0075016021729, 4.0, traveling to conferences is it
230907.010599917, 230907.627573958, 15.2950000762939, 4.0, traveling to conferences is for
230907.010599917, 230907.627573958, 15.2950000762939, 4.0, traveling to conferences is fun
we run the risk of failure, 29, word, 23
230910.144324375, 230911.511206875, 21.1525001525879, 4.0, v
230911.777856167, 230912.027872792, 5.06500053405762, 4.0, we
230912.89457125, 230913.79460925, 19.1725006103516, 4.0, we t
230914.044393125, 230915.278037292, 21.0700016021729, 4.0, we us
230915.544682333, 230915.926870208, 12.0774993896484, 4.0, we run
230916.961556083, 230917.878259167, 19.0900001525879, 4.0, we run s
230918.178191167, 230918.761667208, 13.3975009918213, 4.0, we run to
230919.077968958, 230919.378114167, 4.56999969482422, 4.0, we run the
230920.128456542, 230921.361555375, 16.2024993896484, 4.0, we run the p
230921.66139525, 230922.228505208, 9.60249996185303, 4.0, we run the of
230922.528174375, 230923.611717708, 16.2849998474121, 4.0, we run the per
230923.811615042, 230924.177054667, 10.1800003051758, 4.0, we run the risk
230925.012240083, 230926.195402917, 16.2024993896484, 4.0, we run the risk p
230926.662177333, 230926.895458833, 2.01250028610229, 4.0, we run the risk of
230926.945184375, 230927.261914708, 8.61250019073486, 4.0, we run the risk see
230928.3456685, 230928.578811708, 100.0, 1.0, we run the risk
230928.3456685, 230930.279070458, 14.3874988555908, 4.0, we run the risk i
230930.895758875, 230931.31243, 4.15750026702881, 4.0, we run the risk i a
230931.879269042, 230931.979145292, 100.0, 1.0, we run the risk i
230931.879269042, 230932.379259833, 100.0, 1.0, we run the risk
230932.945705917, 230933.829324417, 13.0675010681152, 4.0, we run the risk i
230934.0622485, 230934.295916167, 6.13749980926514, 4.0, we run the risk of
230935.162569875, 230935.746060417, 6.05500030517578, 4.0, we run the risk of i
230936.045710292, 230936.246128833, 2.25999975204468, 4.0, we run the risk of he
230936.529132167, 230936.896080125, 6.22000026702881, 4.0, we run the risk of had
230937.162472708, 230937.529530333, 10.3450002670288, 4.0, we run the risk of each
230937.829281833, 230938.296224625, 18.0174999237061, 4.0, we run the risk of feels
230938.729533167, 230939.696033708, 16.1199989318848, 4.0, we run the risk of backup
230939.929334708, 230940.146200125, 6.46749973297119, 4.0, we run the risk of failure
february has an extra day, 21, word, 24
230942.31342675, 230942.729832625, 10.0975008010864, 4.0, i
230943.029488083, 230943.430099833, 7.53999996185303, 4.0, if
230944.179790208, 230944.746627958, 4.56999969482422, 4.0, kid
230945.279863, 230946.329873625, 17.0275001525879, 4.0, keep
230946.630069042, 230947.396824167, 20.3274993896484, 4.0, least
230947.646798333, 230948.063568667, 0.115000247955322, 4.0, figure
230948.39678025, 230949.2969335, 15.3775005340576, 4.0, figures
230949.496714167, 230950.096995667, 24.0399990081787, 4.0, february
230951.297086458, 230951.830464917, 5.14750003814697, 4.0, february a
230952.03013675, 230952.263636083, 2.09500026702881, 4.0, february be
230952.580176125, 230953.547016542, 17.2749996185303, 4.0, february has
230954.430631, 230954.6137475, 0.197499752044678, 4.0, february has a
230954.897304125, 230955.34715625, 11.0050010681152, 4.0, february has an
230956.164168667, 230956.480730667, 3.33249950408936, 4.0, february has an a
230957.18065725, 230958.130680458, 26.0200004577637, 4.0, february has an by
230958.614292, 230959.747540375, 14.1399993896484, 4.0, february has an gym
230960.197554458, 230961.481062333, 16.1199989318848, 4.0, february has an exon
230961.847721583, 230962.164447792, 0.0325002670288086, 4.0, february has an extra
230963.08121575, 230963.431179333, 4.07499980926514, 4.0, february has an extra a
230963.714201, 230963.981205292, 2.50750017166138, 4.0, february has an extra be
230964.230894125, 230965.2968655, 21.3175010681152, 4.0, february has an extra day
physics and chemistry are hard, 28, word, 25
230967.248129708, 230968.581654375, 12.3249988555908, 4.0, i
230968.781256792, 230969.23149225, 8.19999980926514, 4.0, of
230969.547873917, 230970.665139042, 23.0500011444092, 4.0, new
230971.064902917, 230972.78185525, 17.0275001525879, 4.0, news
230972.948129333, 230973.365179292, 10.0150003433228, 4.0, nixon
230973.631841875, 230974.048482625, 5.14750003814697, 4.0, little
230974.331906333, 230975.232014625, 16.1199989318848, 4.0, physics
230976.315120542, 230976.632020333, 0.115000247955322, 4.0, physics a
230976.948700125, 230977.498541917, 10.0975008010864, 4.0, physics an
230977.648524125, 230977.882093083, 4.48750019073486, 4.0, physics and
230978.56552825, 230979.232286083, 6.13749980926514, 4.0, physics and i
230979.548616292, 230981.299050667, 5.39499950408936, 4.0, physics and he
230981.615339833, 230981.982474333, 5.14750003814697, 4.0, physics and had
230982.215422542, 230982.616036083, 11.2525005340576, 4.0, physics and feel
230982.915495917, 230983.249214667, 8.03500080108643, 4.0, physics and being
230983.582545875, 230984.299236208, 16.2849998474121, 4.0, physics and dealer
230984.615973542, 230985.149203833, 24.4524993896484, 4.0, physics and ability
230985.499312625, 230986.832800875, 15.1300010681152, 4.0, physics and elements
230987.049116833, 230987.549359333, 22.1424999237061, 4.0, physics and chemistry
230988.53294025, 230988.766164458, 1.02250003814697, 4.0, physics and chemistry a
230989.066149458, 230990.09954225, 15.2124996185303, 4.0, physics and chemistry an
230990.332971125, 230990.649634, 7.21000003814697, 4.0, physics and chemistry and
230990.332971125, 230990.649634, 7.21000003814697, 4.0, physics and chemistry are
230991.983035083, 230992.983035708, 8.03500080108643, 4.0, physics and chemistry are i
230993.282815917, 230993.432913333, 1.43499994277954, 4.0, physics and chemistry are he
230993.766309792, 230994.383157458, 17.1925010681152, 4.0, physics and chemistry are has
230994.716298542, 230995.033311, 7.21000003814697, 4.0, physics and chemistry are have
230994.716298542, 230995.033311, 7.21000003814697, 4.0, physics and chemistry are hard
you want to eat your cake, 45, word, 26
230997.54981475, 230998.833531458, 20.4924983978271, 4.0, u
230999.066813958, 230999.716939708, 24.0399990081787, 4.0, tv
231000.083592833, 231000.716799875, 27.4225006103516, 4.0, www
231001.850402458, 231001.950306875, 100.0, 1.0, 
231001.850402458, 231004.865991125, 23.1325016021729, 4.0, x
231005.317214792, 231006.484252042, 16.2849998474121, 4.0, x p
231007.100788958, 231007.233989458, 100.0, 1.0, x
231007.100788958, 231007.784415375, 100.0, 1.0, 
231008.384122917, 231009.21751825, 23.3800010681152, 4.0, x
231009.517507375, 231010.150960625, 15.2950000762939, 4.0, to
231010.4342405, 231011.900967375, 17.1925010681152, 4.0, you
231012.9344105, 231014.617939, 20.2449989318848, 4.0, you u
231015.084989542, 231015.567795167, 100.0, 1.0, you
231015.084989542, 231017.151343875, 19.0075016021729, 4.0, you s
231017.551418542, 231017.984986583, 2.01250028610229, 4.0, you of
231018.351479625, 231019.018231125, 11.0874996185303, 4.0, you san
231019.3682225, 231020.201560917, 17.1100006103516, 4.0, you salt
231019.3682225, 231020.201560917, 17.1100006103516, 4.0, you want
231021.718093833, 231023.084889417, 19.2550010681152, 4.0, you want t
231023.301562208, 231023.718188792, 15.1300010681152, 4.0, you want to
231024.551891417, 231025.018533792, 4.07499980926514, 4.0, you want to a
231025.251536208, 231025.518567917, 3.08500003814697, 4.0, you want to be
231025.835019333, 231026.518303, 18.0174999237061, 4.0, you want to car
231025.835019333, 231026.518303, 18.0174999237061, 4.0, you want to has
231027.352050375, 231027.417441667, -5.0, 4.0, you want to can
231027.502132958, 231027.600761083, -5.0, 4.0, you want to far
231027.669000833, 231027.750743625, -5.0, 4.0, you want to get
231027.818914583, 231027.900760917, -5.0, 4.0, you want to act
231027.952066167, 231028.034053292, -5.0, 4.0, you want to her
231028.468721125, 231028.567452083, -5.0, 4.0, you want to bar
231028.768948458, 231028.885420375, -5.0, 4.0, you want to cat
231029.069133125, 231029.13421275, -5.0, 4.0, you want to eat
231030.252332833, 231031.585696125, 20.7399997711182, 4.0, you want to eat u
231031.885790542, 231032.552502167, 14.1399993896484, 4.0, you want to eat to
231032.768664958, 231033.252645625, 22.0599994659424, 4.0, you want to eat you
231033.55258025, 231034.902564208, 16.0375003814697, 4.0, you want to eat town
231033.55258025, 231034.902564208, 16.0375003814697, 4.0, you want to eat your
231036.602667208, 231037.019487208, 3.00250053405762, 4.0, you want to eat your a
231037.336074542, 231037.66945525, 2.09500026702881, 4.0, you want to eat your be
231038.019419833, 231039.852874292, 11.4174995422363, 4.0, you want to eat your can
231040.186286208, 231040.586157583, 5.06500053405762, 4.0, you want to eat your able
231040.186286208, 231040.586157583, 5.06500053405762, 4.0, you want to eat your came
231041.236291625, 231041.318348667, -5.0, 4.0, you want to eat your acid
231041.386321458, 231041.485105167, -5.0, 4.0, you want to eat your band
231041.536421208, 231041.634995167, -5.0, 4.0, you want to eat your cake
do not lie in court or else, 32, word, 27
231043.869815833, 231044.436422792, 1.26999998092651, 4.0, a
231044.736473792, 231045.236549125, 16.2024993896484, 4.0, as
231044.736473792, 231045.236549125, 16.2024993896484, 4.0, an
231045.969742875, 231046.086461583, -5.0, 4.0, do
231046.969965292, 231047.6700515, 11.0050010681152, 4.0, do i
231047.836325667, 231048.236769, 14.1399993896484, 4.0, do in
231048.453049292, 231048.853489375, 18.4299983978271, 4.0, do not
231049.65349675, 231051.286876583, 11.3350009918213, 4.0, do not i
231051.569990167, 231052.103613958, 11.0050010681152, 4.0, do not in
231052.370060917, 231052.670373292, 4.32250022888184, 4.0, do not old
231052.370060917, 231052.670373292, 4.32250022888184, 4.0, do not kid
231053.220268042, 231053.2857755, -5.0, 4.0, do not lie
231054.00377625, 231054.82048225, 6.05500030517578, 4.0, do not lie i
231055.003480917, 231056.587377583, 12.0774993896484, 4.0, do not lie in
231057.854079042, 231058.2707795, 2.01250028610229, 4.0, do not lie in a
231058.503741333, 231059.587509125, 12.0774993896484, 4.0, do not lie in an
231059.887436375, 231060.95383075, 20.2449989318848, 4.0, do not lie in bit
231061.287554083, 231062.853946125, 16.2024993896484, 4.0, do not lie in also
231062.98732, 231063.802955042, 21.3175010681152, 4.0, do not lie in court
231065.137951375, 231065.821175, 14.3049983978271, 4.0, do not lie in court i
231066.137771, 231066.971229792, 15.1300010681152, 4.0, do not lie in court on
231066.137771, 231066.971229792, 15.1300010681152, 4.0, do not lie in court no
231067.621263875, 231067.703431292, -5.0, 4.0, do not lie in court or
231068.421690292, 231068.888094792, 5.23000049591064, 4.0, do not lie in court or a
231069.03769525, 231069.504721958, 9.19000053405762, 4.0, do not lie in court or be
231069.804531625, 231070.7550045, 17.0275001525879, 4.0, do not lie in court or his
231071.004639, 231071.254816, 3.08500003814697, 4.0, do not lie in court or find
231071.004639, 231071.254816, 3.08500003814697, 4.0, do not lie in court or fire
231072.004945542, 231072.070357542, -5.0, 4.0, do not lie in court or here
231072.171604167, 231072.237037167, -5.0, 4.0, do not lie in court or else
231072.321832458, 231072.386984833, -5.0, 4.0, do not lie in court or fine
231072.5715155, 231072.636992958, -5.0, 4.0, do not lie in court or else
just in time for the party, 59, word, 28
231075.721888, 231076.305264458, 8.28250026702881, 4.0, i
231076.638441125, 231077.472040708, 26.5974998474121, 4.0, my
231077.821964083, 231079.338868708, 15.1300010681152, 4.0, gym
231079.471817458, 231079.955430458, 17.3575000762939, 4.0, exon
231079.471817458, 231079.955430458, 17.3575000762939, 4.0, just
231081.00559525, 231081.638934583, 10.0150003433228, 4.0, just i
231081.921955, 231083.305688083, 11.9949989318848, 4.0, just in
231084.522463542, 231085.872495833, 18.2649993896484, 4.0, just in s
231086.022150708, 231087.789525708, 7.04500007629395, 4.0, just in of
231088.13953875, 231088.556021208, 8.28250026702881, 4.0, just in the
231088.672383708, 231089.122713708, 16.5324993133545, 4.0, just in this
231089.339301333, 231089.505966667, -0.792500019073486, 4.0, just in there
231090.456205625, 231091.138414375, 13.9750003814697, 4.0, just in there i
231091.706231917, 231092.222985625, 100.0, 1.0, just in there
231092.756177125, 231094.221898458, 14.1399993896484, 4.0, just in there i
231094.606433667, 231094.722965375, 100.0, 1.0, just in there
231094.606433667, 231095.323010792, 100.0, 1.0, just in
231096.955255958, 231098.240157583, 24.3699989318848, 4.0, just in y
231098.540078167, 231099.056600625, 10.0150003433228, 4.0, just in we
231099.356768083, 231100.056857208, 16.0375003814697, 4.0, just in who
231100.356783958, 231100.722351542, 7.21000003814697, 4.0, just in with
231100.356783958, 231100.722351542, 7.21000003814697, 4.0, just in were
231101.640153458, 231101.723482875, -5.0, 4.0, just in wish
231101.823630167, 231101.905679583, -5.0, 4.0, just in wine
231101.973600083, 231102.038983958, -5.0, 4.0, just in wing
231102.273634625, 231102.355622125, -5.0, 4.0, just in time
231103.173721167, 231103.640462625, 6.13749980926514, 4.0, just in time i
231103.890050458, 231104.457229833, 15.2950000762939, 4.0, just in time in
231104.790219417, 231106.307279583, 21.0700016021729, 4.0, just in time for
231106.540260708, 231106.640656083, -0.792500019073486, 4.0, just in time iowa
231107.573836208, 231107.7237965, 100.0, 1.0, just in time
231108.757209042, 231109.357351333, 6.55000019073486, 4.0, just in time i
231109.656982792, 231110.257437625, 13.3150005340576, 4.0, just in time in
231110.5404765, 231111.657546083, 2.17750024795532, 4.0, just in time and
231110.5404765, 231111.657546083, 2.17750024795532, 4.0, just in time end
231113.056331542, 231113.174211083, -5.0, 4.0, just in time dna
231113.240955833, 231113.339689333, -5.0, 4.0, just in time did
231113.42436375, 231113.506429167, -5.0, 4.0, just in time god
231113.608339, 231113.673204042, -5.0, 4.0, just in time job
231113.75790775, 231113.824515333, -5.0, 4.0, just in time inc
231114.157746667, 231114.274365208, -5.0, 4.0, just in time fla
231114.391291875, 231114.473054875, -5.0, 4.0, just in time epa
231114.574368458, 231114.624442625, -5.0, 4.0, just in time bob
231114.807801583, 231114.906534333, -5.0, 4.0, just in time are
231115.59115025, 231115.706635958, -5.0, 4.0, just in time dod
231115.791609917, 231115.874496, -5.0, 4.0, just in time doc
231117.091268458, 231117.257786875, 100.0, 1.0, just in time
231118.091266917, 231118.841539667, 4.15750026702881, 4.0, just in time a
231119.124349625, 231119.64126075, 14.2224998474121, 4.0, just in time do
231120.174754083, 231121.008229792, 18.1000003814697, 4.0, just in time for
231122.191633917, 231123.774928375, 20.4099998474121, 4.0, just in time for u
231123.958112292, 231124.45840425, 11.5825004577637, 4.0, just in time for to
231124.758180458, 231125.075071417, 3.16750049591064, 4.0, just in time for the
231125.975244083, 231126.992064167, 12.0774993896484, 4.0, just in time for the i
231127.358413542, 231127.658854625, 2.25999975204468, 4.0, just in time for the of
231128.025102042, 231129.058904542, 18.0174999237061, 4.0, just in time for the has
231129.425255042, 231130.42550775, 18.1000003814697, 4.0, just in time for the last
231130.742201125, 231131.642335333, 22.0599994659424, 4.0, just in time for the larry
231130.742201125, 231131.642335333, 22.0599994659424, 4.0, just in time for the party
the dog buried the bone, 38, word, 29
231137.275941417, 231137.909458, 21.6475009918213, 4.0, v
231138.192811625, 231138.609365958, 4.23999977111816, 4.0, we
231138.892585208, 231139.1256885, 4.48750019073486, 4.0, the
231140.009603042, 231140.426214042, 2.01250028610229, 4.0, the a
231140.69253575, 231141.259732833, 12.2424983978271, 4.0, the an
231141.542656542, 231141.8762595, 11.0874996185303, 4.0, the all
231141.542656542, 231141.8762595, 11.0874996185303, 4.0, the com
231142.509641583, 231142.608316417, -5.0, 4.0, the big
231142.693076, 231142.758314, -5.0, 4.0, the aol
231142.843130375, 231142.92495075, -5.0, 4.0, the ali
231142.976240542, 231143.058501833, -5.0, 4.0, the bmi
231143.109768833, 231143.241625958, -5.0, 4.0, the bin
231143.326347458, 231143.359633625, -5.0, 4.0, the aim
231143.576303167, 231143.641647333, -5.0, 4.0, the blm
231143.893012167, 231143.958402167, -5.0, 4.0, the cnn
231144.0764515, 231144.141702375, -5.0, 4.0, the ann
231144.242994125, 231144.308535292, -5.0, 4.0, the boi
231144.426461625, 231144.442996125, -5.0, 4.0, the don
231144.509866167, 231144.708535292, -5.0, 4.0, the dog
231146.359855167, 231146.643081125, 2.01250028610229, 4.0, the dog a
231146.97653425, 231148.37665225, 22.5549983978271, 4.0, the dog by
231148.743424417, 231149.843446917, 17.0275001525879, 4.0, the dog but
231150.093398542, 231150.426744833, 6.30249977111816, 4.0, the dog bush
231150.693411167, 231150.960179792, 4.23999977111816, 4.0, the dog avoid
231151.193452833, 231151.410152125, 4.32250022888184, 4.0, the dog buried
231152.260702583, 231153.643733, 19.1725006103516, 4.0, the dog buried t
231153.910410375, 231154.177039583, 5.14750003814697, 4.0, the dog buried of
231154.443362458, 231154.660239, 7.62249946594238, 4.0, the dog buried the
231155.560623292, 231155.993885042, 2.01250028610229, 4.0, the dog buried the a
231156.310359375, 231157.160590333, 12.8200016021729, 4.0, the dog buried the an
231157.410260417, 231157.810639917, 16.3674983978271, 4.0, the dog buried the for
231158.110269333, 231158.343803958, 5.55999946594238, 4.0, the dog buried the come
231158.110269333, 231158.343803958, 5.55999946594238, 4.0, the dog buried the done
231159.376044917, 231159.459484833, -5.0, 4.0, the dog buried the both
231159.544156042, 231159.64281575, -5.0, 4.0, the dog buried the else
231159.710878083, 231159.792769167, -5.0, 4.0, the dog buried the core
231159.8774705, 231159.927205833, -5.0, 4.0, the dog buried the anne
231160.060700875, 231160.144035542, -5.0, 4.0, the dog buried the bone
interesting observation was made, 26, word, 30
231162.760909125, 231163.244470792, 10.2624998092651, 4.0, i
231163.54423, 231164.177764417, 14.1399993896484, 4.0, in
231164.594232958, 231165.827820458, 20.1625003814697, 4.0, for
231166.144484083, 231166.411024292, 1.02250003814697, 4.0, more
231166.827926958, 231167.694680167, 17.2749996185303, 4.0, lower
231168.011453208, 231168.277963542, 4.48750019073486, 4.0, howard
231168.561236792, 231169.444800458, 17.0275001525879, 4.0, however
231169.744889125, 231170.978176, 20.1625003814697, 4.0, interest
231171.294899083, 231171.7115235, 6.05500030517578, 4.0, interested
231171.294899083, 231171.7115235, 6.05500030517578, 4.0, interesting
231173.6616705, 231174.4784185, 14.0574989318848, 4.0, interesting i
231174.744977667, 231175.011897583, 2.34249973297119, 4.0, interesting of
231175.895219958, 231177.595109417, 18.2649993896484, 4.0, interesting let
231177.945352917, 231178.4953595, 6.30249977111816, 4.0, interesting late
231178.79511075, 231179.995514167, 16.0375003814697, 4.0, interesting later
231180.378768708, 231182.195640125, 21.1525001525879, 4.0, interesting parent
231182.495686167, 231182.945702958, -1.04000020027161, 4.0, interesting observe
231183.028603875, 231184.279075833, 19.0075016021729, 4.0, interesting observer
231184.67922825, 231185.545923625, 9.27250003814697, 4.0, interesting observation
231187.02933225, 231188.712728667, 21.1525001525879, 4.0, interesting observation v
231188.97948775, 231189.229435375, 0.197499752044678, 4.0, interesting observation we
231189.496257083, 231190.2961205, 18.1000003814697, 4.0, interesting observation was
231191.163013042, 231191.912821583, 12.2424983978271, 4.0, interesting observation was i
