do you prefer a window seat, 0, false, 1
do you prefer a window seat, 81, false, 1
297908.705301667, 297908.98908925, 10.4274997711182, 4.0
297909.17198825, 297909.355429792, 4.07499980926514, 4.0
297910.072395542, 297910.555881083, 24.2875003814697, 4.0
297910.77210525, 297911.055890417, 14.2224998474121, 4.0
297911.889241917, 297913.50592825, 13.3150005340576, 4.0
297913.805815458, 297914.271413042, 23.2975006103516, 4.0
297915.239423833, 297915.556091375, 9.10750007629395, 4.0
297915.689078792, 297915.956484625, 14.1399993896484, 4.0
297916.122470792, 297917.239546708, 21.0700016021729, 4.0
297917.589469833, 297918.139614167, 19.2550010681152, 4.0
297918.306250042, 297918.506350625, 7.70499992370605, 4.0
reading week is just about here, 27, false, 38
297931.174231333, 297931.807228583, 18.0174999237061, 4.0
297932.040555042, 297932.273860875, 6.46749973297119, 4.0
297932.473561375, 297932.590397167, 1.51750040054321, 4.0
297932.790372667, 297933.007231542, 3.41499996185303, 4.0
297933.373901458, 297934.190708, 14.1399993896484, 4.0
297934.473947833, 297934.790808667, 11.0050010681152, 4.0
297934.990643625, 297935.290752, 9.10750007629395, 4.0
297936.273963333, 297936.890825875, 22.3899993896484, 4.0
297937.057300417, 297937.257539792, 5.06500053405762, 4.0
297937.440572875, 297937.640675292, 5.23000049591064, 4.0
297937.890833708, 297939.073192542, 10.2624998092651, 4.0
297939.841077667, 297940.25785625, 8.03500080108643, 4.0
297940.407474542, 297940.839755375, 20.0799999237061, 4.0
297941.591046458, 297941.674142417, -5.0, 4.0
297942.241254667, 297942.774578083, 9.10750007629395, 4.0
297942.974262292, 297943.691446708, 20.1625003814697, 4.0
297944.124633083, 297944.958014292, 17.6049995422363, 4.0
297945.14142875, 297945.556914542, 21.0700016021729, 4.0
297946.624728208, 297946.758119125, 2.25999975204468, 4.0
297946.991203083, 297947.158154792, 2.17750024795532, 4.0
297947.391396958, 297948.008220833, 15.2950000762939, 4.0
297948.191362875, 297948.741695792, 20.2449989318848, 4.0
297948.908307375, 297949.208308625, 20.5749988555908, 4.0
297950.091680833, 297950.341745, 8.11750030517578, 4.0
297950.491319625, 297950.691547833, 5.47749996185303, 4.0
297950.858014167, 297951.374901708, 17.1925010681152, 4.0
297951.47481225, 297951.741589458, 6.38500022888184, 4.0
i do not care if you do that, 55, false, 39
297955.408685667, 297955.725481625, 8.11750030517578, 4.0
297956.975785875, 297957.208878167, 6.05500030517578, 4.0
297957.441832708, 297958.057777542, 18.0174999237061, 4.0
297959.558908917, 297959.608854083, 100.0, 1.0
297960.075704625, 297960.425968042, 6.05500030517578, 4.0
297960.658754208, 297961.04231175, 12.3249988555908, 4.0
297961.958964208, 297962.057925542, -5.0, 4.0
297962.125836333, 297962.209162042, -5.0, 4.0
297962.292502542, 297962.392516583, -5.0, 4.0
297962.442353542, 297962.708146958, -5.0, 4.0
297962.809148583, 297962.892438083, -5.0, 4.0
297963.042488542, 297963.091235208, -5.0, 4.0
297963.292407917, 297963.342443208, -5.0, 4.0
297963.459423958, 297963.509353833, -5.0, 4.0
297963.794893583, 297963.874574958, -5.0, 4.0
297964.026056458, 297964.108030333, -5.0, 4.0
297964.726385042, 297965.209293458, 12.1599998474121, 4.0
297965.392332375, 297965.692651958, 14.1399993896484, 4.0
297965.859029792, 297966.191249083, 20.4099998474121, 4.0
297967.009479792, 297967.176249208, 1.59999990463257, 4.0
297967.342550417, 297967.492554417, 1.35249996185303, 4.0
297967.609133583, 297968.176158542, 19.3374996185303, 4.0
297968.476320917, 297968.659540833, 3.25, 4.0
297969.442816958, 297969.525047375, -5.0, 4.0
297969.609745958, 297969.693130958, -5.0, 4.0
297970.259980708, 297970.611887875, 8.03500080108643, 4.0
297970.826099292, 297971.275346042, 18.1000003814697, 4.0
297972.841819583, 297972.908579625, -5.0, 4.0
297973.026752792, 297973.093215625, -5.0, 4.0
297973.193110875, 297973.275238542, -5.0, 4.0
297973.376382333, 297973.475301667, -5.0, 4.0
297973.659853667, 297973.758643, -5.0, 4.0
297974.009835333, 297974.1086845, -5.0, 4.0
297974.276582917, 297974.37527975, -5.0, 4.0
297974.543265458, 297974.608647958, -5.0, 4.0
297974.743552208, 297974.809834875, -5.0, 4.0
297975.20996525, 297975.259833792, 100.0, 1.0
297975.993468375, 297976.360019292, 8.03500080108643, 4.0
297976.693432875, 297976.960084333, 4.07499980926514, 4.0
297977.560026375, 297977.625576458, -5.0, 4.0
297978.260221875, 297980.427095292, 23.1325016021729, 4.0
297980.743606625, 297981.110389708, 16.0375003814697, 4.0
297981.1933905, 297981.477247583, 23.5450000762939, 4.0
297982.510494875, 297982.677249833, 3.08500003814697, 4.0
297982.9603235, 297983.360491583, 11.3350009918213, 4.0
297984.17716225, 297984.259283292, -5.0, 4.0
297984.694090208, 297985.560696083, 19.0900001525879, 4.0
297985.777068833, 297986.044103375, 6.22000026702881, 4.0
297986.2103875, 297986.377428875, 3.25, 4.0
297986.493852875, 297986.893022125, 15.1300010681152, 4.0
297987.744029167, 297987.827423333, -5.0, 4.0
297987.977707667, 297988.026257208, -5.0, 4.0
297988.127899, 297988.209555042, -5.0, 4.0
297988.327564333, 297988.359662125, -5.0, 4.0
297988.960827833, 297989.226451583, -5.0, 4.0
the bus was very crowded, 23, false, 40
297992.427700083, 297992.861137167, 18.3474998474121, 4.0
297993.12779125, 297993.461193792, 8.28250026702881, 4.0
297993.610935417, 297993.794578125, 5.39499950408936, 4.0
297994.994694167, 297995.211256208, 2.42499971389771, 4.0
297995.444371917, 297996.161363375, 21.2350006103516, 4.0
297996.477895792, 297997.010313333, 20.2449989318848, 4.0
297998.143524708, 297998.228016875, -5.0, 4.0
297998.328079792, 297998.426882375, -5.0, 4.0
297999.011610125, 297999.661863958, 23.3800010681152, 4.0
297999.844608833, 297999.994699292, 2.50750017166138, 4.0
298000.211330667, 298000.660529208, 16.2024993896484, 4.0
298001.628377333, 298002.895209208, 24.1224994659424, 4.0
298003.195000042, 298003.428499, 6.38500022888184, 4.0
298003.561620667, 298003.995229708, 18.1000003814697, 4.0
298004.145255833, 298004.595259208, 26.1849994659424, 4.0
298005.612058417, 298005.861996917, 4.32250022888184, 4.0
298006.078528208, 298006.47873075, 15.7075004577637, 4.0
298006.661736125, 298007.328922625, 12.4899997711182, 4.0
298007.578605708, 298008.078851958, 20.7399997711182, 4.0
298008.312055125, 298008.512174917, 2.34249973297119, 4.0
298008.661933375, 298008.86219125, 7.21000003814697, 4.0
298008.978635708, 298009.178904833, 5.39499950408936, 4.0
298009.96210975, 298010.027658542, -5.0, 4.0
in sharp contrast to your words, 29, false, 41
298013.162560708, 298013.446219, 9.02500057220459, 4.0
298013.612193417, 298013.877971, 14.2224998474121, 4.0
298014.979284083, 298015.496083708, 20.1625003814697, 4.0
298015.779084208, 298016.012636625, 7.29250049591064, 4.0
298016.196115, 298016.312654, 0.0325002670288086, 4.0
298016.72933675, 298017.162739542, 16.0375003814697, 4.0
298017.379478917, 298017.67814875, 16.8625011444092, 4.0
298018.36282275, 298018.429321917, -5.0, 4.0
298018.96295725, 298019.112989, 2.17750024795532, 4.0
298019.345982958, 298019.81302625, 11.2525005340576, 4.0
298019.945992875, 298020.26303075, 14.2224998474121, 4.0
298020.512867333, 298020.862907958, 20.5749988555908, 4.0
298021.196423667, 298022.013160583, 17.1100006103516, 4.0
298022.196349458, 298022.36310775, 0.445000171661377, 4.0
298022.629460708, 298023.063293583, 17.0275001525879, 4.0
298023.179515667, 298023.46201675, 17.1100006103516, 4.0
298024.429931208, 298025.146706375, 19.3374996185303, 4.0
298025.296244042, 298025.546646125, 11.4174995422363, 4.0
298026.46334625, 298027.04676875, 25.0300006866455, 4.0
298027.329862042, 298027.896963042, 15.4600009918213, 4.0
298028.030517125, 298028.297149583, 18.2649993896484, 4.0
298028.430150167, 298029.612326333, 17.1925010681152, 4.0
298030.597145333, 298031.063714083, 24.0399990081787, 4.0
298031.363647417, 298031.830340208, 17.1100006103516, 4.0
298031.963778708, 298032.263789833, 14.2224998474121, 4.0
298032.430398375, 298032.880419542, 5.14750003814697, 4.0
298033.1137225, 298033.462600042, 17.5225009918213, 4.0
298034.163729875, 298034.247116875, -5.0, 4.0
298034.44724575, 298034.512591667, -5.0, 4.0
the facts get in the way, 20, false, 42
298037.547518167, 298038.030794708, 21.5650005340576, 4.0
298038.314133458, 298038.564137958, 8.61250019073486, 4.0
298038.663826417, 298038.864169542, 5.06500053405762, 4.0
298039.480910167, 298039.66431675, 3.00250053405762, 4.0
298039.830555917, 298040.014220792, 2.01250028610229, 4.0
298040.197267708, 298040.397565083, 5.3125, 4.0
298040.530713042, 298040.947655542, 21.3999996185303, 4.0
298041.080915792, 298041.364383917, 18.4299983978271, 4.0
298042.064293, 298042.264410958, 5.23000049591064, 4.0
298042.414012, 298042.614233417, 6.13749980926514, 4.0
298042.730749958, 298043.164254542, 20.0799999237061, 4.0
298043.881158958, 298044.164665875, 10.2624998092651, 4.0
298044.347632167, 298044.646645167, 15.0475006103516, 4.0
298045.197929375, 298045.548002083, 15.2124996185303, 4.0
298045.697588208, 298046.097959875, 7.45749950408936, 4.0
298046.197622125, 298046.381148417, 5.64249992370605, 4.0
298047.098073083, 298047.748110125, 20.0799999237061, 4.0
298048.031224542, 298048.1980625, 3.00250053405762, 4.0
298048.314395958, 298048.781698042, 25.1950016021729, 4.0
298049.44816175, 298049.531457417, -5.0, 4.0
our fax number has changed, 37, false, 43
298054.265508583, 298054.748623542, 15.1300010681152, 4.0
298054.881553583, 298055.181959208, 23.4624996185303, 4.0
298055.41528475, 298055.998709417, 14.3049983978271, 4.0
298056.848707167, 298056.915294375, -5.0, 4.0
298057.415386125, 298057.632346, 8.36499977111816, 4.0
298057.781702792, 298057.915196917, 2.42499971389771, 4.0
298058.015044458, 298059.264281292, 21.0700016021729, 4.0
298060.165489208, 298060.248761083, -5.0, 4.0
298060.348936917, 298060.431053833, -5.0, 4.0
298060.53218675, 298060.647641667, -5.0, 4.0
298060.782337458, 298060.898868333, -5.0, 4.0
298060.998921917, 298061.097698542, -5.0, 4.0
298061.249193708, 298061.347719958, -5.0, 4.0
298061.665743333, 298061.765636417, -5.0, 4.0
298061.882518125, 298061.964393833, -5.0, 4.0
298062.082597625, 298062.16564725, -5.0, 4.0
298062.399033333, 298062.4989845, -5.0, 4.0
298062.6324655, 298062.71444, -5.0, 4.0
298062.866119, 298062.949029208, -5.0, 4.0
298063.24900325, 298063.365776083, -5.0, 4.0
298063.465972917, 298063.549235708, -5.0, 4.0
298064.215890375, 298064.849284583, 14.3049983978271, 4.0
298065.132379583, 298065.649365958, 19.0900001525879, 4.0
298065.81567525, 298066.099388083, 10.1800003051758, 4.0
298066.265615458, 298066.499380667, 4.32250022888184, 4.0
298066.849432833, 298067.232686542, 9.02500057220459, 4.0
298067.516155125, 298068.666165875, 18.0174999237061, 4.0
298069.732914375, 298069.932892667, 7.04500007629395, 4.0
298070.082525625, 298070.232548917, 2.01250028610229, 4.0
298070.365991708, 298071.0162905, 19.0900001525879, 4.0
298071.766194208, 298071.949931875, 2.17750024795532, 4.0
298072.082621, 298072.332803, 8.44750022888184, 4.0
298072.582857542, 298072.749566792, 2.50750017166138, 4.0
298072.899426292, 298073.316433042, 13.4799995422363, 4.0
298073.616622458, 298073.866746833, 5.72499942779541, 4.0
298074.032918833, 298074.233147208, 6.05500030517578, 4.0
298074.382909583, 298074.566527375, 4.32250022888184, 4.0
longer than a football field, 27, false, 44
298078.083460875, 298078.750133125, 11.0874996185303, 4.0
298078.916631458, 298079.28357375, 18.3474998474121, 4.0
298079.4166305, 298079.750015375, 12.5725002288818, 4.0
298080.167038333, 298080.917130292, 6.13749980926514, 4.0
298081.083370167, 298081.300373417, 5.23000049591064, 4.0
298081.433303167, 298081.849179833, 18.3474998474121, 4.0
298082.550382375, 298082.633487208, -5.0, 4.0
298083.167152208, 298083.600385167, 20.3274993896484, 4.0
298083.883486917, 298084.233908375, 5.64249992370605, 4.0
298084.366894458, 298084.466884417, -0.875, 4.0
298084.583645458, 298084.717023542, -0.627500057220459, 4.0
298084.933945083, 298085.317045833, 100.0, 1.0
298084.933945083, 298086.417237833, 11.4174995422363, 4.0
298087.784095542, 298087.950749625, 2.59000015258789, 4.0
298089.1342305, 298089.417479917, 8.11750030517578, 4.0
298089.683881125, 298090.000820583, 13.4799995422363, 4.0
298090.150447417, 298090.4508485, 13.3975009918213, 4.0
298090.633953875, 298090.967655125, 19.3374996185303, 4.0
298091.2508125, 298091.484286542, 4.23999977111816, 4.0
298091.93416025, 298092.134340542, 1.10500001907349, 4.0
298092.450970958, 298093.867855125, 11.1700000762939, 4.0
298094.134430667, 298094.401144792, 12.1599998474121, 4.0
298096.2011725, 298096.518008958, 5.3125, 4.0
298096.6342885, 298096.917862708, 8.03500080108643, 4.0
298097.100998625, 298097.268033083, 3.08500003814697, 4.0
298097.534458792, 298098.218207375, 10.0975008010864, 4.0
298098.551392167, 298098.834760792, 3.16750049591064, 4.0
it is difficult to concentrate, 28, false, 45
298102.835364, 298104.101640833, 10.0975008010864, 4.0
298104.368555083, 298105.050263125, 18.1000003814697, 4.0
298105.785124333, 298105.867577375, -5.0, 4.0
298106.251949708, 298106.635106625, 10.2624998092651, 4.0
298106.818300667, 298107.268832667, 21.0700016021729, 4.0
298108.001969667, 298108.100754417, -5.0, 4.0
298108.652187375, 298108.918803125, 6.05500030517578, 4.0
298109.1685165, 298109.568808875, 8.28250026702881, 4.0
298109.91882875, 298110.13536575, 6.88000011444092, 4.0
298110.251910083, 298110.451863125, 8.03500080108643, 4.0
298110.635183542, 298110.868694917, 6.13749980926514, 4.0
298111.102111708, 298111.318986833, 4.15750026702881, 4.0
298111.502084292, 298112.418983667, 20.2449989318848, 4.0
298112.668942833, 298112.969025708, 10.4274997711182, 4.0
298113.08538475, 298113.41910325, 17.5225009918213, 4.0
298114.402588708, 298115.0693305, 20.0799999237061, 4.0
298115.302211125, 298115.652496083, 14.0574989318848, 4.0
298116.535969542, 298116.702643125, 4.32250022888184, 4.0
298116.885670708, 298117.286056042, 15.1300010681152, 4.0
298117.369059125, 298117.669414208, 17.2749996185303, 4.0
298118.002654542, 298118.152744042, 1.1875, 4.0
298118.469406833, 298118.702817125, 7.45749950408936, 4.0
298118.90254975, 298119.26948525, 14.0574989318848, 4.0
298119.419170625, 298119.7694545, 16.3674983978271, 4.0
298119.902586292, 298120.636210583, 17.6049995422363, 4.0
298120.886227958, 298121.036303958, 3.00250053405762, 4.0
298121.152646167, 298121.60299075, 19.0900001525879, 4.0
298121.786057833, 298121.953055042, 5.14750003814697, 4.0
express delivery is very fast, 26, false, 46
298125.519885208, 298125.769918708, 6.05500030517578, 4.0
298126.019516625, 298126.553041333, 24.0399990081787, 4.0
298126.869902208, 298127.253303458, 17.3575000762939, 4.0
298127.469943708, 298127.819824667, 16.0375003814697, 4.0
298128.169993042, 298128.353386042, 5.06500053405762, 4.0
298128.503430083, 298128.920124583, 17.0275001525879, 4.0
298129.020052667, 298129.270137417, 21.6475009918213, 4.0
298130.286918208, 298130.470238583, 3.08500003814697, 4.0
298130.6532535, 298130.969984417, -0.297500133514404, 4.0
298131.303613583, 298131.803554958, 13.3975009918213, 4.0
298132.036737208, 298132.303708292, 9.4375, 4.0
298132.553701708, 298133.220143375, 21.3999996185303, 4.0
298133.420241, 298133.587169667, 3.41499996185303, 4.0
298133.786925375, 298134.153816375, 14.3874988555908, 4.0
298134.303807792, 298134.702581875, 20.7399997711182, 4.0
298135.704188917, 298136.087303625, 8.28250026702881, 4.0
298136.236922708, 298136.570507458, 18.2649993896484, 4.0
298137.637440167, 298138.370627667, 22.2250003814697, 4.0
298138.770765625, 298138.954090042, 4.07499980926514, 4.0
298139.087079667, 298139.487417792, 17.3575000762939, 4.0
298139.60384075, 298139.969622417, 25.2775001525879, 4.0
298140.937531875, 298142.604434542, 5.06500053405762, 4.0
298142.970981458, 298143.13780525, 2.17750024795532, 4.0
298143.354439083, 298143.887712333, 18.1000003814697, 4.0
298144.004121333, 298144.304482458, 20.3274993896484, 4.0
298144.971255542, 298145.053227167, -5.0, 4.0
apartments are too expensive, 27, false, 47
298147.521330333, 298147.688013917, 0.279999732971191, 4.0
298147.971331875, 298148.471481833, 17.4400005340576, 4.0
298148.704527625, 298148.854705458, 2.17750024795532, 4.0
298149.021244, 298149.388150042, 16.2024993896484, 4.0
298149.4878475, 298149.771438583, 19.1725006103516, 4.0
298150.204775417, 298150.571515083, 12.4899997711182, 4.0
298150.72164775, 298150.921531375, 7.62249946594238, 4.0
298151.08822225, 298151.604905292, 16.0375003814697, 4.0
298151.821522333, 298152.171573083, 17.2749996185303, 4.0
298152.304742333, 298152.605281625, 16.0375003814697, 4.0
298153.338460875, 298153.505088125, 2.50750017166138, 4.0
298153.604692, 298154.155086083, 17.1100006103516, 4.0
298154.338238333, 298154.521563083, 5.14750003814697, 4.0
298155.138426917, 298155.220607667, -5.0, 4.0
298155.788960833, 298156.288552208, 19.0075016021729, 4.0
298156.555018833, 298156.83856775, 14.0574989318848, 4.0
298156.92163725, 298157.172150917, 19.2550010681152, 4.0
298157.821955333, 298157.920765667, -5.0, 4.0
298158.655430083, 298158.855487583, 7.29250049591064, 4.0
298159.038353042, 298159.50544475, 24.0399990081787, 4.0
298159.955476, 298160.338813083, 14.0574989318848, 4.0
298160.488530333, 298160.688778875, 6.05500030517578, 4.0
298160.855492875, 298162.689091333, 11.0874996185303, 4.0
298162.905767375, 298163.289021417, 16.0375003814697, 4.0
298163.4055425, 298163.672411, 12.7375011444092, 4.0
298164.039021875, 298164.689085417, 23.0500011444092, 4.0
298164.855750542, 298165.005867667, 5.23000049591064, 4.0
suburbs are sprawling up everywhere, 15, false, 48
299867.984161292, 299868.667569292, 19.1725006103516, 4.0
299868.91755, 299869.450988667, 24.0399990081787, 4.0
299869.917579958, 299870.267608, 3.16750049591064, 4.0
299870.9341345, 299871.517707, 4.07499980926514, 4.0
299871.751296, 299872.451130708, 15.1300010681152, 4.0
299872.817772875, 299873.01743925, 2.17750024795532, 4.0
299873.217492125, 299874.033207125, 18.0174999237061, 4.0
299876.0015305, 299876.051716, 100.0, 1.0
299879.416937417, 299879.90160975, 23.2150001525879, 4.0
299880.451884167, 299880.518167917, 100.0, 1.0
299880.985056542, 299881.468400083, 18.2649993896484, 4.0
299881.584821792, 299883.100414625, 19.0900001525879, 4.0
299883.335040667, 299883.4017635, 100.0, 1.0
299883.901791, 299884.468586125, 19.1725006103516, 4.0
299884.535153375, 299884.88535475, 21.8950004577637, 4.0
suburbs are sprawling up everywhere, 36, false, 48
299886.751898708, 299887.352123625, 18.1824989318848, 4.0
299887.468571042, 299887.91889025, 17.2749996185303, 4.0
299888.101784375, 299888.452243375, 3.00250053405762, 4.0
299888.818899958, 299889.118977542, 4.15750026702881, 4.0
299889.335551667, 299889.835634333, 15.625, 4.0
299890.035477, 299890.26897525, 4.32250022888184, 4.0
299890.619008125, 299891.517819958, 18.1824989318848, 4.0
299892.902382875, 299892.984519125, -5.0, 4.0
299893.086149583, 299893.151300417, -5.0, 4.0
299893.235993458, 299893.335797167, -5.0, 4.0
299893.419232125, 299893.518049667, -5.0, 4.0
299893.61923625, 299893.70251775, -5.0, 4.0
299894.102422375, 299894.20235475, -5.0, 4.0
299894.93693375, 299895.035858375, -5.0, 4.0
299895.1192815, 299895.219187792, -5.0, 4.0
299895.302737958, 299895.401423375, -5.0, 4.0
299895.469290875, 299895.585975833, -5.0, 4.0
299895.669320917, 299895.769292125, -5.0, 4.0
299895.935813875, 299896.051441375, -5.0, 4.0
299896.152779042, 299896.2346795, -5.0, 4.0
299896.386040917, 299896.484698792, -5.0, 4.0
299896.602749542, 299896.684699542, -5.0, 4.0
299896.819327292, 299896.901672667, -5.0, 4.0
299897.019320583, 299897.101356667, -5.0, 4.0
299897.236422042, 299897.301435208, -5.0, 4.0
299897.46948, 299897.535025875, -5.0, 4.0
299897.685957333, 299897.752740083, -5.0, 4.0
299897.902984, 299897.951495125, -5.0, 4.0
299898.086294292, 299898.136208708, -5.0, 4.0
299898.286264875, 299898.35276025, -5.0, 4.0
299898.469542333, 299898.536062708, -5.0, 4.0
299898.653070625, 299898.735104083, -5.0, 4.0
299898.819432583, 299898.919359958, -5.0, 4.0
299899.019448417, 299899.118166, -5.0, 4.0
299899.219503833, 299899.3015525, -5.0, 4.0
299900.403137625, 299900.4529785, 100.0, 1.0
suburbs are sprawling up everywhere, 56, false, 48
299903.251925875, 299904.053588042, 19.2550010681152, 4.0
299904.353276667, 299905.019908583, 21.3175010681152, 4.0
299905.253478042, 299905.769984042, 0.0325002670288086, 4.0
299906.086650875, 299906.486731583, 6.22000026702881, 4.0
299906.786655, 299907.486889667, 17.1100006103516, 4.0
299907.786754542, 299908.13678575, 2.09500026702881, 4.0
299908.453569583, 299909.152450458, 19.0075016021729, 4.0
299912.735472875, 299912.820042667, -5.0, 4.0
299912.919924875, 299912.985527667, -5.0, 4.0
299913.103432667, 299913.168835208, -5.0, 4.0
299913.237009958, 299913.3359925, -5.0, 4.0
299913.487256167, 299913.569172458, -5.0, 4.0
299913.787161, 299913.88591675, -5.0, 4.0
299914.02021975, 299914.103486875, -5.0, 4.0
299914.45385875, 299914.520473083, -5.0, 4.0
299914.67079475, 299914.719347792, -5.0, 4.0
299914.887058875, 299914.969225792, -5.0, 4.0
299915.1537375, 299915.252442833, -5.0, 4.0
299915.38750675, 299915.469338792, -5.0, 4.0
299915.670688333, 299915.752810833, -5.0, 4.0
299915.93737225, 299916.019535958, -5.0, 4.0
299916.137425917, 299916.203874625, -5.0, 4.0
299916.420408083, 299916.470385042, -5.0, 4.0
299916.603975792, 299916.685977625, -5.0, 4.0
299916.820690667, 299916.919122042, -5.0, 4.0
299917.237302167, 299917.354056875, -5.0, 4.0
299917.620646917, 299917.719510667, -5.0, 4.0
299919.988833917, 299920.036272833, -5.0, 4.0
299921.587529583, 299921.737683583, 0.445000171661377, 4.0
299922.054389375, 299922.621213958, 16.1199989318848, 4.0
299922.837466292, 299923.07079825, 4.40499973297119, 4.0
299923.654446042, 299923.736674625, -5.0, 4.0
299924.771360667, 299925.754685125, 18.0174999237061, 4.0
299926.054667958, 299927.5547895, 15.0475006103516, 4.0
299927.754455917, 299929.37152325, 17.1925010681152, 4.0
299929.587981458, 299929.754793792, 2.01250028610229, 4.0
299929.938380167, 299930.688371833, 21.0700016021729, 4.0
299931.104925417, 299931.788403333, 9.35500049591064, 4.0
299931.938219458, 299932.205057833, 9.84999942779541, 4.0
299932.371881625, 299932.771787458, 15.2124996185303, 4.0
299933.0550745, 299933.288446833, 6.13749980926514, 4.0
299934.071686375, 299934.153892417, -5.0, 4.0
299934.921865667, 299935.388655792, 20.1625003814697, 4.0
299935.654946833, 299936.45408425, 14.4699993133545, 4.0
299937.171898958, 299937.271954417, -5.0, 4.0
299937.355301833, 299937.437474833, -5.0, 4.0
299938.388830292, 299938.655484833, 5.3125, 4.0
299938.788474208, 299940.055386042, 21.3175010681152, 4.0
299940.288760292, 299940.472196958, 4.32250022888184, 4.0
299940.622057167, 299941.072310583, 19.4200000762939, 4.0
299941.17203275, 299941.705719833, 27.4225006103516, 4.0
299942.105580083, 299942.639197792, 19.3374996185303, 4.0
299942.872382292, 299943.122304542, 7.12750053405762, 4.0
299943.205507958, 299943.439332375, 7.45749950408936, 4.0
299943.555776, 299943.955865042, 20.3274993896484, 4.0
299944.12284725, 299944.254616625, 5.06500053405762, 4.0
historic meeting without a result, 34, false, 49
299948.006101417, 299948.239468167, 6.22000026702881, 4.0
299948.389110708, 299948.58933325, 7.53999996185303, 4.0
299948.722496875, 299949.089457417, 18.0174999237061, 4.0
299949.205803375, 299949.522802958, 18.5124988555908, 4.0
299949.689463208, 299950.056182375, 13.3975009918213, 4.0
299950.222723125, 299950.523006125, 14.4699993133545, 4.0
299950.756237875, 299951.1062585, 8.11750030517578, 4.0
299951.356211042, 299951.5395735, 6.30249977111816, 4.0
299953.223111167, 299953.573382667, 15.1300010681152, 4.0
299953.772786042, 299953.989963167, 8.52999973297119, 4.0
299954.189543292, 299954.756595375, 21.3999996185303, 4.0
299955.073188375, 299955.356567667, 7.04500007629395, 4.0
299956.740059833, 299956.80655, 100.0, 1.0
299956.740059833, 299957.206512833, 100.0, 1.0
299956.740059833, 299958.106605625, 4.48750019073486, 4.0
299958.306453583, 299958.79012925, 21.1525001525879, 4.0
299959.140176625, 299959.390228583, 9.4375, 4.0
299959.489879625, 299959.740178875, 14.5524997711182, 4.0
299960.323484667, 299960.655665667, 7.21000003814697, 4.0
299962.157041875, 299962.740435542, 24.0399990081787, 4.0
299962.906679583, 299963.240450667, 8.11750030517578, 4.0
299963.540395083, 299964.457222375, 20.4924983978271, 4.0
299964.757112667, 299964.990561375, 9.19000053405762, 4.0
299965.106951833, 299965.407272917, 16.7800006866455, 4.0
299965.573897583, 299965.940676708, 19.1725006103516, 4.0
299966.107396333, 299966.42395425, 17.3575000762939, 4.0
299967.457350083, 299967.606160542, 1.43499994277954, 4.0
299968.574179375, 299969.257486208, 20.0799999237061, 4.0
299969.423852458, 299969.607455375, 7.04500007629395, 4.0
299969.774020417, 299970.374267958, 20.2449989318848, 4.0
299970.62425275, 299970.940789, 19.0900001525879, 4.0
299971.273983542, 299971.674380625, 10.3450002670288, 4.0
299971.740704708, 299971.989751708, 18.1824989318848, 4.0
299972.774125042, 299972.856058583, -5.0, 4.0
are you sure you want this, 26, false, 50
299974.924574583, 299975.091441542, 2.42499971389771, 4.0
299975.357852583, 299975.807995333, 18.0174999237061, 4.0
299975.957614167, 299976.157988583, 6.46749973297119, 4.0
299977.308135, 299978.058153125, 26.1024990081787, 4.0
299978.341285542, 299978.758150583, 20.7399997711182, 4.0
299978.891708042, 299979.1582255, 16.2024993896484, 4.0
299979.908056542, 299980.008072375, -5.0, 4.0
299980.091734375, 299980.1739465, -5.0, 4.0
299981.091624167, 299981.591576542, 19.5025005340576, 4.0
299981.707939083, 299982.008469, 24.6999988555908, 4.0
299982.425059833, 299982.975186667, 17.0275001525879, 4.0
299983.108345125, 299983.25829275, 6.13749980926514, 4.0
299983.891651333, 299983.990456417, -5.0, 4.0
299984.725162625, 299985.758436542, 21.2350006103516, 4.0
299986.008258833, 299986.275287708, 13.0675010681152, 4.0
299986.391537958, 299986.740440917, 17.4400005340576, 4.0
299987.708690708, 299988.392057333, 21.1525001525879, 4.0
299988.575055, 299988.775499667, 5.47749996185303, 4.0
299988.891703458, 299989.242091167, 16.1199989318848, 4.0
299989.408426583, 299989.725335125, 19.0900001525879, 4.0
299990.525582625, 299990.625474083, -5.0, 4.0
299990.70890475, 299990.807625417, -5.0, 4.0
299991.775707667, 299992.2923485, 20.7399997711182, 4.0
299992.50858625, 299993.192408542, 9.10750007629395, 4.0
299993.408705208, 299993.6590785, 9.19000053405762, 4.0
299993.825572208, 299994.108852917, 16.2849998474121, 4.0
, 0, false, 51
